省,市,县,观测时间,温度(℃),相对湿度,降水量(mm),风向,风力(m/s),经度,纬度
江苏,宿迁,宿豫,2015122403,5,96,0.1,33,0,118.32,33.95
江苏,宿迁,宿豫,2015122404,7,98,0.1,54,3,118.32,33.95
江苏,宿迁,宿豫,2015122405,6,98,0,60,2,118.32,33.95
江苏,宿迁,宿豫,2015122406,4,96,0,30,2,118.32,33.95
江苏,宿迁,宿豫,2015122407,6,98,0,34,3,118.32,33.95
江苏,宿迁,宿豫,2015122408,4,96,0.2,66,2,118.32,33.95
江苏,宿迁,宿豫,2015122409,6,98,0,50,2,118.32,33.95
江苏,宿迁,宿豫,2015122410,4,96,0.1,19,1,118.32,33.95
江苏,宿迁,宿豫,2015122411,4,96,0.1,356,2,118.32,33.95
江苏,宿迁,宿豫,2015122412,6,98,0,23,2,118.32,33.95
江苏,宿迁,宿豫,2015122413,7,98,0,312,0,118.32,33.95
江苏,宿迁,宿豫,2015122414,4,95,0,343,2,118.32,33.95
江苏,宿迁,宿豫,2015122415,7,95,0,344,4,118.32,33.95
江苏,宿迁,宿豫,2015122416,7,93,0,336,3,118.32,33.95
江苏,宿迁,宿豫,2015122417,4,91,0,327,0,118.32,33.95
江苏,宿迁,宿豫,2015122418,6,95,0,999999,0,118.32,33.95
江苏,宿迁,宿豫,2015122419,5,96,0,999999,0,118.32,33.95
江苏,宿迁,宿豫,2015122420,5,97,0,255,0,118.32,33.95
江苏,宿迁,宿豫,2015122421,4,98,0,274,2,118.32,33.95
江苏,宿迁,宿豫,2015122422,2,96,0,306,0,118.32,33.95
江苏,宿迁,宿豫,2015122423,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015122500,2,97,0,301,0,118.32,33.95
江苏,宿迁,宿豫,2015122501,5,99,0,262,2,118.32,33.95
江苏,宿迁,宿豫,2015122502,3,96,0,252,0,118.32,33.95
江苏,宿迁,宿豫,2015122503,5,98,0,291,2,118.32,33.95
江苏,宿迁,宿豫,2015122504,3,95,0,220,2,118.32,33.95
江苏,宿迁,宿豫,2015122505,3,95,0,248,1,118.32,33.95
江苏,宿迁,宿豫,2015122506,5,95,0,247,2,118.32,33.95
江苏,宿迁,宿豫,2015122507,5,90,0,248,3,118.32,33.95
江苏,宿迁,宿豫,2015122508,2,90,0,225,3,118.32,33.95
江苏,宿迁,宿豫,2015122509,2,95,0,216,5,118.32,33.95
江苏,宿迁,宿豫,2015122510,3,97,0,214,5,118.32,33.95
江苏,宿迁,宿豫,2015122511,3,92,0,231,4,118.32,33.95
江苏,宿迁,宿豫,2015122512,3,83,0,219,3,118.32,33.95
江苏,宿迁,宿豫,2015122513,6,76,0,235,5,118.32,33.95
江苏,宿迁,宿豫,2015122514,6,67,0,246,2,118.32,33.95
江苏,宿迁,宿豫,2015122515,7,58,0,230,2,118.32,33.95
江苏,宿迁,宿豫,2015122516,9,58,0,217,5,118.32,33.95
江苏,宿迁,宿豫,2015122517,8,64,0,208,3,118.32,33.95
江苏,宿迁,宿豫,2015122518,7,64,0,206,4,118.32,33.95
江苏,宿迁,宿豫,2015122519,7,65,0,204,5,118.32,33.95
江苏,宿迁,宿豫,2015122520,6,66,0,217,4,118.32,33.95
江苏,宿迁,宿豫,2015122521,5,70,0,209,5,118.32,33.95
江苏,宿迁,宿豫,2015122522,4,65,0,207,2,118.32,33.95
江苏,宿迁,宿豫,2015122523,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015122600,3,66,0,219,2,118.32,33.95
江苏,宿迁,宿豫,2015122601,3,65,0,222,1,118.32,33.95
江苏,宿迁,宿豫,2015122602,3,65,0,209,3,118.32,33.95
江苏,宿迁,宿豫,2015122603,2,66,0,215,3,118.32,33.95
江苏,宿迁,宿豫,2015122604,4,69,0,216,5,118.32,33.95
江苏,宿迁,宿豫,2015122605,2,70,0,218,3,118.32,33.95
江苏,宿迁,宿豫,2015122606,1,74,0,222,2,118.32,33.95
江苏,宿迁,宿豫,2015122607,1,77,0,217,3,118.32,33.95
江苏,宿迁,宿豫,2015122608,1,76,0,222,2,118.32,33.95
江苏,宿迁,宿豫,2015122609,5,73,0,230,5,118.32,33.95
江苏,宿迁,宿豫,2015122610,7,69,0,234,6,118.32,33.95
江苏,宿迁,宿豫,2015122611,7,64,0,239,3,118.32,33.95
江苏,宿迁,宿豫,2015122612,8,60,0,234,3,118.32,33.95
江苏,宿迁,宿豫,2015122613,11,58,0,260,4,118.32,33.95
江苏,宿迁,宿豫,2015122614,12,53,0,218,3,118.32,33.95
江苏,宿迁,宿豫,2015122615,13,52,0,251,3,118.32,33.95
江苏,宿迁,宿豫,2015122616,12,56,0,237,4,118.32,33.95
江苏,宿迁,宿豫,2015122617,11,63,0,236,2,118.32,33.95
江苏,宿迁,宿豫,2015122618,6,74,0,236,0,118.32,33.95
江苏,宿迁,宿豫,2015122619,4,88,0,276,0,118.32,33.95
江苏,宿迁,宿豫,2015122620,5,92,0,34,3,118.32,33.95
江苏,宿迁,宿豫,2015122621,5,77,0,58,5,118.32,33.95
江苏,宿迁,宿豫,2015122622,6,80,0,33,5,118.32,33.95
江苏,宿迁,宿豫,2015122623,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015122700,4,84,0,40,8,118.32,33.95
江苏,宿迁,宿豫,2015122701,5,83,0,45,7,118.32,33.95
江苏,宿迁,宿豫,2015122702,5,84,0,40,6,118.32,33.95
江苏,宿迁,宿豫,2015122703,4,83,0,51,6,118.32,33.95
江苏,宿迁,宿豫,2015122704,4,81,0,50,10,118.32,33.95
江苏,宿迁,宿豫,2015122705,1,75,0,52,5,118.32,33.95
江苏,宿迁,宿豫,2015122706,0,72,0,54,7,118.32,33.95
江苏,宿迁,宿豫,2015122707,0,68,0,43,4,118.32,33.95
江苏,宿迁,宿豫,2015122708,2,69,0,62,6,118.32,33.95
江苏,宿迁,宿豫,2015122709,1,65,0,51,5,118.32,33.95
江苏,宿迁,宿豫,2015122710,-1,58,0,53,5,118.32,33.95
江苏,宿迁,宿豫,2015122711,2,58,0,42,7,118.32,33.95
江苏,宿迁,宿豫,2015122712,0,56,0,79,7,118.32,33.95
江苏,宿迁,宿豫,2015122713,1,58,0,44,5,118.32,33.95
江苏,宿迁,宿豫,2015122714,1,59,0,60,3,118.32,33.95
江苏,宿迁,宿豫,2015122715,3,62,0,37,5,118.32,33.95
江苏,宿迁,宿豫,2015122716,2,63,0,30,5,118.32,33.95
江苏,宿迁,宿豫,2015122717,0,60,0,46,2,118.32,33.95
江苏,宿迁,宿豫,2015122718,-1,59,0,59,4,118.32,33.95
江苏,宿迁,宿豫,2015122719,-1,59,0,73,4,118.32,33.95
江苏,宿迁,宿豫,2015122720,-1,61,0,76,2,118.32,33.95
江苏,宿迁,宿豫,2015122721,1,67,0,70,4,118.32,33.95
江苏,宿迁,宿豫,2015122722,-1,67,0,77,1,118.32,33.95
江苏,宿迁,宿豫,2015122723,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015122800,1,64,0,99,0,118.32,33.95
江苏,宿迁,宿豫,2015122801,1,64,0,105,2,118.32,33.95
江苏,宿迁,宿豫,2015122802,-1,58,0,78,0,118.32,33.95
江苏,宿迁,宿豫,2015122803,-1,61,0,93,0,118.32,33.95
江苏,宿迁,宿豫,2015122804,-1,61,0,71,0,118.32,33.95
江苏,宿迁,宿豫,2015122805,1,64,0,65,3,118.32,33.95
江苏,宿迁,宿豫,2015122806,1,62,0,67,3,118.32,33.95
江苏,宿迁,宿豫,2015122807,-1,61,0,136,0,118.32,33.95
江苏,宿迁,宿豫,2015122808,-1,63,0,34,0,118.32,33.95
江苏,宿迁,宿豫,2015122809,1,61,0,50,2,118.32,33.95
江苏,宿迁,宿豫,2015122810,2,56,0,35,0,118.32,33.95
江苏,宿迁,宿豫,2015122811,1,53,0,157,0,118.32,33.95
江苏,宿迁,宿豫,2015122812,4,55,0,29,2,118.32,33.95
江苏,宿迁,宿豫,2015122813,5,57,0,303,2,118.32,33.95
江苏,宿迁,宿豫,2015122814,4,54,0,316,0,118.32,33.95
江苏,宿迁,宿豫,2015122815,6,57,0,329,3,118.32,33.95
江苏,宿迁,宿豫,2015122816,4,65,0,40,3,118.32,33.95
江苏,宿迁,宿豫,2015122817,3,70,0,82,0,118.32,33.95
江苏,宿迁,宿豫,2015122818,2,82,0,357,0,118.32,33.95
江苏,宿迁,宿豫,2015122819,1,81,0,128,0,118.32,33.95
江苏,宿迁,宿豫,2015122820,1,90,0,155,0,118.32,33.95
江苏,宿迁,宿豫,2015122821,-1,90,0,125,0,118.32,33.95
江苏,宿迁,宿豫,2015122822,1,92,0,113,0,118.32,33.95
江苏,宿迁,宿豫,2015122823,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015122900,-2,90,0,196,0,118.32,33.95
江苏,宿迁,宿豫,2015122901,1,86,0,215,2,118.32,33.95
江苏,宿迁,宿豫,2015122902,-2,87,0,226,0,118.32,33.95
江苏,宿迁,宿豫,2015122903,-3,91,0,286,0,118.32,33.95
江苏,宿迁,宿豫,2015122904,-3,93,0,76,0,118.32,33.95
江苏,宿迁,宿豫,2015122905,-2,94,0,97,0,118.32,33.95
江苏,宿迁,宿豫,2015122906,-3,95,0,133,0,118.32,33.95
江苏,宿迁,宿豫,2015122907,-2,95,0,127,0,118.32,33.95
江苏,宿迁,宿豫,2015122908,-2,95,0,152,0,118.32,33.95
江苏,宿迁,宿豫,2015122909,2,90,0,193,3,118.32,33.95
江苏,宿迁,宿豫,2015122910,2,78,0,200,2,118.32,33.95
江苏,宿迁,宿豫,2015122911,3,69,0,214,3,118.32,33.95
江苏,宿迁,宿豫,2015122912,7,62,0,214,7,118.32,33.95
江苏,宿迁,宿豫,2015122913,6,58,0,191,3,118.32,33.95
江苏,宿迁,宿豫,2015122914,8,57,0,211,5,118.32,33.95
江苏,宿迁,宿豫,2015122915,6,55,0,198,4,118.32,33.95
江苏,宿迁,宿豫,2015122916,8,58,0,194,4,118.32,33.95
江苏,宿迁,宿豫,2015122917,7,62,0,167,3,118.32,33.95
江苏,宿迁,宿豫,2015122918,5,71,0,140,2,118.32,33.95
江苏,宿迁,宿豫,2015122919,5,72,0,152,3,118.32,33.95
江苏,宿迁,宿豫,2015122920,3,65,0,164,2,118.32,33.95
江苏,宿迁,宿豫,2015122921,5,68,0,187,5,118.32,33.95
江苏,宿迁,宿豫,2015122922,5,69,0,187,3,118.32,33.95
江苏,宿迁,宿豫,2015122923,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123000,4,71,0,193,5,118.32,33.95
江苏,宿迁,宿豫,2015123001,2,71,0,179,2,118.32,33.95
江苏,宿迁,宿豫,2015123002,1,73,0,181,2,118.32,33.95
江苏,宿迁,宿豫,2015123003,1,76,0,201,2,118.32,33.95
江苏,宿迁,宿豫,2015123004,3,80,0,201,3,118.32,33.95
江苏,宿迁,宿豫,2015123005,3,79,0,197,4,118.32,33.95
江苏,宿迁,宿豫,2015123006,3,79,0,204,5,118.32,33.95
江苏,宿迁,宿豫,2015123007,0,82,0,216,2,118.32,33.95
江苏,宿迁,宿豫,2015123008,2,87,0,226,3,118.32,33.95
江苏,宿迁,宿豫,2015123009,1,82,0,247,2,118.32,33.95
江苏,宿迁,宿豫,2015123010,4,84,0,261,3,118.32,33.95
江苏,宿迁,宿豫,2015123011,3,79,0,330,1,118.32,33.95
江苏,宿迁,宿豫,2015123012,6,80,0,324,5,118.32,33.95
江苏,宿迁,宿豫,2015123013,5,73,0,355,2,118.32,33.95
江苏,宿迁,宿豫,2015123014,8,71,0,323,4,118.32,33.95
江苏,宿迁,宿豫,2015123015,7,68,0,10,1,118.32,33.95
江苏,宿迁,宿豫,2015123016,6,70,0,11,1,118.32,33.95
江苏,宿迁,宿豫,2015123017,4,76,0,324,0,118.32,33.95
江苏,宿迁,宿豫,2015123018,5,87,0,299,0,118.32,33.95
江苏,宿迁,宿豫,2015123019,3,81,0,299,1,118.32,33.95
江苏,宿迁,宿豫,2015123020,4,83,0,324,2,118.32,33.95
江苏,宿迁,宿豫,2015123021,3,87,0,350,2,118.32,33.95
江苏,宿迁,宿豫,2015123022,3,83,0,325,3,118.32,33.95
江苏,宿迁,宿豫,2015123023,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123100,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123101,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123102,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123103,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123104,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123105,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123106,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123107,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123108,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123109,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123110,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123111,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123112,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123113,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123114,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123115,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123116,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123117,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123118,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123119,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123120,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123121,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123122,999999,999999,999999,999999,999999,118.32,33.95
江苏,宿迁,宿豫,2015123123,999999,999999,999999,999999,999999,118.32,33.95
江苏,淮安,洪泽,2015120100,11,91,0,108,3,118.83,33.3
江苏,淮安,洪泽,2015120101,9,90,0,126,2,118.83,33.3
江苏,淮安,洪泽,2015120102,9,91,0,132,1,118.83,33.3
江苏,淮安,洪泽,2015120103,9,92,0,138,1,118.83,33.3
江苏,淮安,洪泽,2015120104,10,95,0,105,3,118.83,33.3
江苏,淮安,洪泽,2015120105,9,94,0,122,0,118.83,33.3
江苏,淮安,洪泽,2015120106,11,96,0,136,3,118.83,33.3
江苏,淮安,洪泽,2015120107,11,96,0,131,3,118.83,33.3
江苏,淮安,洪泽,2015120108,9,94,0,129,1,118.83,33.3
江苏,淮安,洪泽,2015120109,11,95,0,141,4,118.83,33.3
江苏,淮安,洪泽,2015120110,10,90,0,157,2,118.83,33.3
江苏,淮安,洪泽,2015120111,13,91,0,140,4,118.83,33.3
江苏,淮安,洪泽,2015120112,13,90,0,175,4,118.83,33.3
江苏,淮安,洪泽,2015120113,13,90,0,168,4,118.83,33.3
江苏,淮安,洪泽,2015120114,12,86,0,179,2,118.83,33.3
江苏,淮安,洪泽,2015120115,12,85,0,157,0,118.83,33.3
江苏,淮安,洪泽,2015120116,14,86,0,162,2,118.83,33.3
江苏,淮安,洪泽,2015120117,11,91,0,290,2,118.83,33.3
江苏,淮安,洪泽,2015120118,10,90,0,316,0,118.83,33.3
江苏,淮安,洪泽,2015120119,11,95,0,308,3,118.83,33.3
江苏,淮安,洪泽,2015120120,11,96,0,310,2,118.83,33.3
江苏,淮安,洪泽,2015120121,10,87,0,322,1,118.83,33.3
江苏,淮安,洪泽,2015120122,11,82,0,341,2,118.83,33.3
江苏,淮安,洪泽,2015120123,999999,999999,999999,999999,999999,118.83,33.3
江苏,淮安,洪泽,2015120200,9,83,0,328,0,118.83,33.3
江苏,淮安,洪泽,2015120201,11,87,0,294,2,118.83,33.3
江苏,淮安,洪泽,2015120202,10,91,0,291,2,118.83,33.3
江苏,淮安,洪泽,2015120203,9,96,0,239,2,118.83,33.3
江苏,淮安,洪泽,2015120204,7,93,0,307,2,118.83,33.3
江苏,淮安,洪泽,2015120205,7,92,0,296,3,118.83,33.3
江苏,淮安,洪泽,2015120206,8,97,0,307,3,118.83,33.3
江苏,淮安,洪泽,2015120207,6,97,0,293,2,118.83,33.3
江苏,淮安,洪泽,2015120208,7,94,0,299,0,118.83,33.3
江苏,淮安,洪泽,2015120209,10,89,0,282,5,118.83,33.3
江苏,淮安,洪泽,2015120210,8,85,0,292,4,118.83,33.3
江苏,淮安,洪泽,2015120211,10,85,0,301,5,118.83,33.3
江苏,淮安,洪泽,2015120212,12,65,0,285,7,118.83,33.3
江苏,淮安,洪泽,2015120213,12,50,0,286,6,118.83,33.3
江苏,淮安,洪泽,2015120214,11,33,0,301,5,118.83,33.3
江苏,淮安,洪泽,2015120215,12,34,0,311,8,118.83,33.3
江苏,淮安,洪泽,2015120216,9,38,0,310,6,118.83,33.3
江苏,淮安,洪泽,2015120217,7,42,0,312,1,118.83,33.3
江苏,淮安,洪泽,2015120218,8,48,0,319,4,118.83,33.3
江苏,淮安,洪泽,2015120219,7,50,0,322,3,118.83,33.3
江苏,淮安,洪泽,2015120220,5,46,0,331,3,118.83,33.3
江苏,淮安,洪泽,2015120221,4,46,0,320,1,118.83,33.3
江苏,淮安,洪泽,2015120222,4,54,0,287,0,118.83,33.3
江苏,淮安,洪泽,2015120223,999999,999999,999999,999999,999999,118.83,33.3
江苏,淮安,洪泽,2015120300,4,75,0,177,2,118.83,33.3
江苏,淮安,洪泽,2015120301,2,92,0,226,2,118.83,33.3
江苏,淮安,洪泽,2015120302,3,91,0,221,4,118.83,33.3
江苏,淮安,洪泽,2015120303,2,79,0,231,1,118.83,33.3
江苏,淮安,洪泽,2015120304,3,75,0,241,2,118.83,33.3
江苏,淮安,洪泽,2015120305,4,69,0,271,5,118.83,33.3
江苏,淮安,洪泽,2015120306,3,64,0,291,4,118.83,33.3
江苏,淮安,洪泽,2015120307,5,58,0,291,5,118.83,33.3
江苏,淮安,洪泽,2015120308,4,50,0,307,3,118.83,33.3
江苏,淮安,洪泽,2015120309,5,48,0,305,8,118.83,33.3
江苏,淮安,洪泽,2015120310,7,49,0,302,8,118.83,33.3
江苏,淮安,洪泽,2015120311,8,41,0,299,9,118.83,33.3
江苏,淮安,洪泽,2015120312,8,36,0,311,10,118.83,33.3
江苏,淮安,洪泽,2015120313,6,31,0,300,8,118.83,33.3
江苏,淮安,洪泽,2015120314,6,33,0,321,8,118.83,33.3
江苏,淮安,洪泽,2015120315,6,31,0,313,7,118.83,33.3
江苏,淮安,洪泽,2015120316,8,34,0,324,9,118.83,33.3
江苏,淮安,洪泽,2015120317,4,37,0,312,3,118.83,33.3
江苏,淮安,洪泽,2015120318,6,45,0,323,4,118.83,33.3
江苏,淮安,洪泽,2015120319,5,46,0,331,5,118.83,33.3
江苏,淮安,洪泽,2015120320,2,48,0,331,1,118.83,33.3
江苏,淮安,洪泽,2015120321,4,50,0,315,4,118.83,33.3
江苏,淮安,洪泽,2015120322,2,43,0,312,3,118.83,33.3
江苏,淮安,洪泽,2015120323,999999,999999,999999,999999,999999,118.83,33.3
江苏,淮安,洪泽,2015120400,1,54,0,301,2,118.83,33.3
江苏,淮安,洪泽,2015120401,1,54,0,290,1,118.83,33.3
江苏,淮安,洪泽,2015120402,3,56,0,327,2,118.83,33.3
江苏,淮安,洪泽,2015120403,1,55,0,310,0,118.83,33.3
江苏,淮安,洪泽,2015120404,-1,65,0,288,0,118.83,33.3
江苏,淮安,洪泽,2015120405,1,76,0,218,0,118.83,33.3
江苏,淮安,洪泽,2015120406,-1,88,0,274,0,118.83,33.3
江苏,淮安,洪泽,2015120407,1,93,0,273,0,118.83,33.3
江苏,淮安,洪泽,2015120408,3,84,0,263,3,118.83,33.3
江苏,淮安,洪泽,2015120409,4,52,0,265,1,118.83,33.3
江苏,淮安,洪泽,2015120410,5,42,0,238,2,118.83,33.3
江苏,淮安,洪泽,2015120411,6,32,0,264,3,118.83,33.3
江苏,淮安,洪泽,2015120412,9,29,0,252,4,118.83,33.3
江苏,淮安,洪泽,2015120413,9,33,0,279,5,118.83,33.3
江苏,淮安,洪泽,2015120414,10,34,0,259,5,118.83,33.3
江苏,淮安,洪泽,2015120415,7,37,0,304,3,118.83,33.3
江苏,淮安,洪泽,2015120416,7,36,0,268,2,118.83,33.3
江苏,淮安,洪泽,2015120417,7,47,0,244,2,118.83,33.3
江苏,淮安,洪泽,2015120418,3,53,0,264,0,118.83,33.3
江苏,淮安,洪泽,2015120419,4,77,0,222,0,118.83,33.3
江苏,淮安,洪泽,2015120420,1,87,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120421,2,91,0,203,2,118.83,33.3
江苏,淮安,洪泽,2015120422,1,95,0,233,0,118.83,33.3
江苏,淮安,洪泽,2015120423,999999,999999,999999,999999,999999,118.83,33.3
江苏,淮安,洪泽,2015120500,1,99,0,336,2,118.83,33.3
江苏,淮安,洪泽,2015120501,1,98,0,191,0,118.83,33.3
江苏,淮安,洪泽,2015120502,1,99,0,78,0,118.83,33.3
江苏,淮安,洪泽,2015120503,-1,96,0,31,0,118.83,33.3
江苏,淮安,洪泽,2015120504,-1,97,0,112,0,118.83,33.3
江苏,淮安,洪泽,2015120505,-1,96,0,203,0,118.83,33.3
江苏,淮安,洪泽,2015120506,1,99,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120507,2,98,0,156,0,118.83,33.3
江苏,淮安,洪泽,2015120508,2,98,0,31,0,118.83,33.3
江苏,淮安,洪泽,2015120509,3,95,0,94,2,118.83,33.3
江苏,淮安,洪泽,2015120510,3,75,0,99,0,118.83,33.3
江苏,淮安,洪泽,2015120511,5,64,0,69,2,118.83,33.3
江苏,淮安,洪泽,2015120512,6,56,0,113,2,118.83,33.3
江苏,淮安,洪泽,2015120513,5,48,0,71,0,118.83,33.3
江苏,淮安,洪泽,2015120514,7,47,0,63,2,118.83,33.3
江苏,淮安,洪泽,2015120515,5,45,0,63,1,118.83,33.3
江苏,淮安,洪泽,2015120516,5,48,0,53,0,118.83,33.3
江苏,淮安,洪泽,2015120517,4,55,0,344,0,118.83,33.3
江苏,淮安,洪泽,2015120518,3,63,0,26,0,118.83,33.3
江苏,淮安,洪泽,2015120519,3,56,0,15,0,118.83,33.3
江苏,淮安,洪泽,2015120520,5,58,0,7,2,118.83,33.3
江苏,淮安,洪泽,2015120521,5,60,0,347,0,118.83,33.3
江苏,淮安,洪泽,2015120522,3,60,0,6,0,118.83,33.3
江苏,淮安,洪泽,2015120523,999999,999999,999999,999999,999999,118.83,33.3
江苏,淮安,洪泽,2015120600,3,62,0,9,0,118.83,33.3
江苏,淮安,洪泽,2015120601,5,70,0,306,2,118.83,33.3
江苏,淮安,洪泽,2015120602,3,66,0,326,0,118.83,33.3
江苏,淮安,洪泽,2015120603,4,70,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120604,2,65,0,342,0,118.83,33.3
江苏,淮安,洪泽,2015120605,0,77,0,292,0,118.83,33.3
江苏,淮安,洪泽,2015120606,2,85,0,320,2,118.83,33.3
江苏,淮安,洪泽,2015120607,0,81,0,307,0,118.83,33.3
江苏,淮安,洪泽,2015120608,4,72,0,301,0,118.83,33.3
江苏,淮安,洪泽,2015120609,6,60,0,288,2,118.83,33.3
江苏,淮安,洪泽,2015120610,8,46,0,193,2,118.83,33.3
江苏,淮安,洪泽,2015120611,9,44,0,329,0,118.83,33.3
江苏,淮安,洪泽,2015120612,10,43,0,357,5,118.83,33.3
江苏,淮安,洪泽,2015120613,8,40,0,303,2,118.83,33.3
江苏,淮安,洪泽,2015120614,10,41,0,287,4,118.83,33.3
江苏,淮安,洪泽,2015120615,10,38,0,320,3,118.83,33.3
江苏,淮安,洪泽,2015120616,10,41,0,308,3,118.83,33.3
江苏,淮安,洪泽,2015120617,8,55,0,340,2,118.83,33.3
江苏,淮安,洪泽,2015120618,3,77,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120619,3,90,0,107,0,118.83,33.3
江苏,淮安,洪泽,2015120620,0,93,0,129,0,118.83,33.3
江苏,淮安,洪泽,2015120621,2,95,0,162,2,118.83,33.3
江苏,淮安,洪泽,2015120622,-1,90,0,299,0,118.83,33.3
江苏,淮安,洪泽,2015120623,999999,999999,999999,999999,999999,118.83,33.3
江苏,淮安,洪泽,2015120700,1,97,0,107,2,118.83,33.3
江苏,淮安,洪泽,2015120701,1,98,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120702,-1,97,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120703,1,99,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120704,-1,98,0,61,0,118.83,33.3
江苏,淮安,洪泽,2015120705,1,100,0,223,0,118.83,33.3
江苏,淮安,洪泽,2015120706,1,100,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120707,1,100,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120708,-1,99,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120709,2,99,0.1,55,0,118.83,33.3
江苏,淮安,洪泽,2015120710,5,73,0,94,1,118.83,33.3
江苏,淮安,洪泽,2015120711,10,70,0,96,3,118.83,33.3
江苏,淮安,洪泽,2015120712,9,51,0,158,1,118.83,33.3
江苏,淮安,洪泽,2015120713,12,53,0,123,4,118.83,33.3
江苏,淮安,洪泽,2015120714,10,48,0,120,2,118.83,33.3
江苏,淮安,洪泽,2015120715,12,49,0,115,4,118.83,33.3
江苏,淮安,洪泽,2015120716,9,51,0,126,0,118.83,33.3
江苏,淮安,洪泽,2015120717,7,63,0,99,0,118.83,33.3
江苏,淮安,洪泽,2015120718,7,78,0,94,2,118.83,33.3
江苏,淮安,洪泽,2015120719,3,90,0,76,0,118.83,33.3
江苏,淮安,洪泽,2015120720,3,95,0,999999,0,118.83,33.3
江苏,淮安,洪泽,2015120721,4,99,0,50,2,118.83,33.3
江苏,淮安,洪泽,2015120722,4,99,0,56,2,118.83,33.3
江苏,淮安,洪泽,2015120723,999999,999999,999999,999999,999999,118.83,33.3
江苏,淮安,洪泽,2015120800,3,100,0,92,2,118.83,33.3
江苏,淮安,洪泽,2015120801,3,100,0,97,0,118.83,33.3
江苏,淮安,洪泽,2015120802,1,98,0,85,0,118.83,33.3
江苏,淮安,洪泽,2015120803,2,99,0,71,2,118.83,33.3
江苏,淮安,洪泽,2015120804,2,99,0,81,2,118.83,33.3
江苏,淮安,洪泽,2015120805,0,99,0,78,0,118.83,33.3
江苏,淮安,洪泽,2015120806,1,99,0,76,2,118.83,33.3
江苏,淮安,洪泽,2015120807,-1,99,0,76,0,118.83,33.3
江苏,淮安,洪泽,2015120808,3,99,0,74,2,118.83,33.3
江苏,淮安,洪泽,2015120809,6,99,0,96,3,118.83,33.3
江苏,淮安,洪泽,2015120810,10,78,0,138,3,118.83,33.3
江苏,淮安,洪泽,2015120811,11,66,0,127,7,118.83,33.3
江苏,淮安,洪泽,2015120812,10,60,0,108,3,118.83,33.3
江苏,淮安,洪泽,2015120813,12,49,0,119,8,118.83,33.3
江苏,淮安,洪泽,2015120814,10,48,0,104,5,118.83,33.3
江苏,淮安,洪泽,2015120815,12,54,0,113,6,118.83,33.3
江苏,淮安,洪泽,2015120816,12,56,0,106,4,118.83,33.3
江苏,淮安,洪泽,2015120817,9,62,0,106,1,118.83,33.3
