省,市,县,观测时间,温度(℃),相对湿度,降水量(mm),风向,风力(m/s),经度,纬度
江苏,镇江,句容,2015120323,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015120400,3,53,0,244,2,119.17,31.95
江苏,镇江,句容,2015120401,3,55,0,226,2,119.17,31.95
江苏,镇江,句容,2015120402,1,58,0,270,0,119.17,31.95
江苏,镇江,句容,2015120403,2,60,0,247,2,119.17,31.95
江苏,镇江,句容,2015120404,0,65,0,264,0,119.17,31.95
江苏,镇江,句容,2015120405,1,71,0,232,0,119.17,31.95
江苏,镇江,句容,2015120406,-1,77,0,209,0,119.17,31.95
江苏,镇江,句容,2015120407,-1,79,0,175,0,119.17,31.95
江苏,镇江,句容,2015120408,2,75,0,324,0,119.17,31.95
江苏,镇江,句容,2015120409,6,58,0,311,0,119.17,31.95
江苏,镇江,句容,2015120410,8,32,0,271,2,119.17,31.95
江苏,镇江,句容,2015120411,9,32,0,222,4,119.17,31.95
江苏,镇江,句容,2015120412,10,28,0,218,4,119.17,31.95
江苏,镇江,句容,2015120413,9,25,0,244,3,119.17,31.95
江苏,镇江,句容,2015120414,11,26,0,253,4,119.17,31.95
江苏,镇江,句容,2015120415,11,28,0,259,5,119.17,31.95
江苏,镇江,句容,2015120416,9,23,0,285,3,119.17,31.95
江苏,镇江,句容,2015120417,10,35,0,231,3,119.17,31.95
江苏,镇江,句容,2015120418,8,43,0,200,2,119.17,31.95
江苏,镇江,句容,2015120419,4,49,0,215,1,119.17,31.95
江苏,镇江,句容,2015120420,3,56,0,191,0,119.17,31.95
江苏,镇江,句容,2015120421,5,64,0,12,0,119.17,31.95
江苏,镇江,句容,2015120422,5,67,0,194,2,119.17,31.95
江苏,镇江,句容,2015120423,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015120500,4,79,0,342,0,119.17,31.95
江苏,镇江,句容,2015120501,2,76,0,8,0,119.17,31.95
江苏,镇江,句容,2015120502,4,85,0,180,0,119.17,31.95
江苏,镇江,句容,2015120503,2,85,0,999999,0,119.17,31.95
江苏,镇江,句容,2015120504,4,84,0,51,0,119.17,31.95
江苏,镇江,句容,2015120505,3,82,0,344,0,119.17,31.95
江苏,镇江,句容,2015120506,5,75,0,38,0,119.17,31.95
江苏,镇江,句容,2015120507,3,74,0,115,0,119.17,31.95
江苏,镇江,句容,2015120508,5,73,0,87,2,119.17,31.95
江苏,镇江,句容,2015120509,4,74,0,101,0,119.17,31.95
江苏,镇江,句容,2015120510,7,62,0,74,2,119.17,31.95
江苏,镇江,句容,2015120511,7,61,0,63,3,119.17,31.95
江苏,镇江,句容,2015120512,8,57,0,62,2,119.17,31.95
江苏,镇江,句容,2015120513,8,54,0,124,2,119.17,31.95
江苏,镇江,句容,2015120514,6,56,0,168,0,119.17,31.95
江苏,镇江,句容,2015120515,6,51,0,210,1,119.17,31.95
江苏,镇江,句容,2015120516,5,64,0,200,2,119.17,31.95
江苏,镇江,句容,2015120517,5,66,0,228,1,119.17,31.95
江苏,镇江,句容,2015120518,4,70,0,256,1,119.17,31.95
江苏,镇江,句容,2015120519,6,84,0.1,244,4,119.17,31.95
江苏,镇江,句容,2015120520,6,82,0,232,3,119.17,31.95
江苏,镇江,句容,2015120521,6,82,0,220,2,119.17,31.95
江苏,镇江,句容,2015120522,5,88,0.1,202,3,119.17,31.95
江苏,镇江,句容,2015120523,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015120600,3,88,0,269,0,119.17,31.95
江苏,镇江,句容,2015120601,3,90,0,277,0,119.17,31.95
江苏,镇江,句容,2015120602,3,89,0,299,0,119.17,31.95
江苏,镇江,句容,2015120603,3,90,0,250,0,119.17,31.95
江苏,镇江,句容,2015120604,5,91,0,242,2,119.17,31.95
江苏,镇江,句容,2015120605,3,91,0,240,0,119.17,31.95
江苏,镇江,句容,2015120606,5,92,0,253,3,119.17,31.95
江苏,镇江,句容,2015120607,3,92,0,217,0,119.17,31.95
江苏,镇江,句容,2015120608,5,96,0,264,3,119.17,31.95
江苏,镇江,句容,2015120609,6,93,0,286,4,119.17,31.95
江苏,镇江,句容,2015120610,5,80,0,274,0,119.17,31.95
江苏,镇江,句容,2015120611,8,60,0,214,0,119.17,31.95
江苏,镇江,句容,2015120612,8,56,0,248,1,119.17,31.95
江苏,镇江,句容,2015120613,9,46,0,344,0,119.17,31.95
江苏,镇江,句容,2015120614,11,47,0,236,3,119.17,31.95
江苏,镇江,句容,2015120615,9,48,0,231,2,119.17,31.95
江苏,镇江,句容,2015120616,11,50,0,212,3,119.17,31.95
江苏,镇江,句容,2015120617,9,57,0,218,2,119.17,31.95
江苏,镇江,句容,2015120618,6,65,0,340,0,119.17,31.95
江苏,镇江,句容,2015120619,6,78,0,228,2,119.17,31.95
江苏,镇江,句容,2015120620,6,87,0,187,2,119.17,31.95
江苏,镇江,句容,2015120621,3,89,0,340,0,119.17,31.95
江苏,镇江,句容,2015120622,2,91,0,999999,0,119.17,31.95
江苏,镇江,句容,2015120623,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015120700,3,96,0,999999,0,119.17,31.95
江苏,镇江,句容,2015120701,1,94,0,100,0,119.17,31.95
江苏,镇江,句容,2015120702,2,97,0,999999,0,119.17,31.95
江苏,镇江,句容,2015120703,0,95,0,334,0,119.17,31.95
江苏,镇江,句容,2015120704,2,97,0,345,0,119.17,31.95
江苏,镇江,句容,2015120705,0,95,0,344,0,119.17,31.95
江苏,镇江,句容,2015120706,1,97,0,358,0,119.17,31.95
江苏,镇江,句容,2015120707,2,98,0,357,0,119.17,31.95
江苏,镇江,句容,2015120708,1,96,0,999999,0,119.17,31.95
江苏,镇江,句容,2015120709,5,97,0,45,2,119.17,31.95
江苏,镇江,句容,2015120710,7,69,0,106,2,119.17,31.95
江苏,镇江,句容,2015120711,11,59,0,123,3,119.17,31.95
江苏,镇江,句容,2015120712,12,48,0,138,4,119.17,31.95
江苏,镇江,句容,2015120713,13,45,0,134,2,119.17,31.95
江苏,镇江,句容,2015120714,11,41,0,97,0,119.17,31.95
江苏,镇江,句容,2015120715,11,40,0,125,1,119.17,31.95
江苏,镇江,句容,2015120716,10,45,0,95,1,119.17,31.95
江苏,镇江,句容,2015120717,11,53,0,90,2,119.17,31.95
江苏,镇江,句容,2015120718,7,56,0,102,1,119.17,31.95
江苏,镇江,句容,2015120719,6,59,0,67,1,119.17,31.95
江苏,镇江,句容,2015120720,7,81,0,15,2,119.17,31.95
江苏,镇江,句容,2015120721,6,80,0,17,2,119.17,31.95
江苏,镇江,句容,2015120722,6,85,0,27,2,119.17,31.95
江苏,镇江,句容,2015120723,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015120800,4,85,0,93,1,119.17,31.95
江苏,镇江,句容,2015120801,3,88,0,77,1,119.17,31.95
江苏,镇江,句容,2015120802,3,90,0,77,1,119.17,31.95
江苏,镇江,句容,2015120803,5,94,0,75,3,119.17,31.95
江苏,镇江,句容,2015120804,5,95,0,74,3,119.17,31.95
江苏,镇江,句容,2015120805,3,94,0,80,2,119.17,31.95
江苏,镇江,句容,2015120806,4,96,0,90,3,119.17,31.95
江苏,镇江,句容,2015120807,4,97,0,85,4,119.17,31.95
江苏,镇江,句容,2015120808,5,97,0,95,3,119.17,31.95
江苏,镇江,句容,2015120809,8,88,0,99,5,119.17,31.95
江苏,镇江,句容,2015120810,11,72,0,115,7,119.17,31.95
江苏,镇江,句容,2015120811,10,58,0,135,4,119.17,31.95
江苏,镇江,句容,2015120812,11,46,0,98,6,119.17,31.95
江苏,镇江,句容,2015120813,12,48,0,129,4,119.17,31.95
江苏,镇江,句容,2015120814,14,46,0,116,7,119.17,31.95
江苏,镇江,句容,2015120815,12,47,0,124,6,119.17,31.95
江苏,镇江,句容,2015120816,13,55,0,134,4,119.17,31.95
江苏,镇江,句容,2015120817,11,66,0,126,3,119.17,31.95
江苏,镇江,句容,2015120818,10,73,0,110,4,119.17,31.95
江苏,镇江,句容,2015120819,8,73,0,112,2,119.17,31.95
江苏,镇江,句容,2015120820,10,74,0,104,6,119.17,31.95
江苏,镇江,句容,2015120821,9,81,0,105,4,119.17,31.95
江苏,镇江,句容,2015120822,7,82,0,102,1,119.17,31.95
江苏,镇江,句容,2015120823,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015120900,6,85,0,106,3,119.17,31.95
江苏,镇江,句容,2015120901,8,87,0,108,5,119.17,31.95
江苏,镇江,句容,2015120902,6,86,0,117,3,119.17,31.95
江苏,镇江,句容,2015120903,6,87,0,76,1,119.17,31.95
江苏,镇江,句容,2015120904,8,89,0,103,4,119.17,31.95
江苏,镇江,句容,2015120905,9,85,0,110,3,119.17,31.95
江苏,镇江,句容,2015120906,8,87,0,49,3,119.17,31.95
江苏,镇江,句容,2015120907,8,89,0,77,4,119.17,31.95
江苏,镇江,句容,2015120908,9,89,0,101,4,119.17,31.95
江苏,镇江,句容,2015120909,7,88,0,106,1,119.17,31.95
江苏,镇江,句容,2015120910,10,89,0,106,2,119.17,31.95
江苏,镇江,句容,2015120911,8,87,0,107,1,119.17,31.95
江苏,镇江,句容,2015120912,11,89,0,101,3,119.17,31.95
江苏,镇江,句容,2015120913,12,90,0,116,2,119.17,31.95
江苏,镇江,句容,2015120914,12,92,0,139,3,119.17,31.95
江苏,镇江,句容,2015120915,10,91,0.3,0,0,119.17,31.95
江苏,镇江,句容,2015120916,11,96,0,43,2,119.17,31.95
江苏,镇江,句容,2015120917,11,97,0.6,23,2,119.17,31.95
江苏,镇江,句容,2015120918,11,97,0.7,67,2,119.17,31.95
江苏,镇江,句容,2015120919,9,96,0.3,92,0,119.17,31.95
江苏,镇江,句容,2015120920,11,98,0.1,4,0,119.17,31.95
江苏,镇江,句容,2015120921,9,96,0.3,15,0,119.17,31.95
江苏,镇江,句容,2015120922,8,96,0.1,318,0,119.17,31.95
江苏,镇江,句容,2015120923,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121000,11,99,0.6,307,2,119.17,31.95
江苏,镇江,句容,2015121001,10,99,0.4,305,2,119.17,31.95
江苏,镇江,句容,2015121002,10,99,0.6,332,3,119.17,31.95
江苏,镇江,句容,2015121003,8,97,0.5,310,1,119.17,31.95
江苏,镇江,句容,2015121004,10,99,0.4,319,3,119.17,31.95
江苏,镇江,句容,2015121005,8,97,0.1,299,0,119.17,31.95
江苏,镇江,句容,2015121006,8,97,0,304,0,119.17,31.95
江苏,镇江,句容,2015121007,8,97,0.4,293,1,119.17,31.95
江苏,镇江,句容,2015121008,10,99,0.1,289,3,119.17,31.95
江苏,镇江,句容,2015121009,8,96,0,317,1,119.17,31.95
江苏,镇江,句容,2015121010,9,94,0,283,3,119.17,31.95
江苏,镇江,句容,2015121011,11,92,0,311,4,119.17,31.95
江苏,镇江,句容,2015121012,10,87,0,310,3,119.17,31.95
江苏,镇江,句容,2015121013,10,85,0,323,2,119.17,31.95
江苏,镇江,句容,2015121014,12,83,0,311,7,119.17,31.95
江苏,镇江,句容,2015121015,11,79,0,313,3,119.17,31.95
江苏,镇江,句容,2015121016,10,81,0,308,2,119.17,31.95
江苏,镇江,句容,2015121017,12,83,0,299,5,119.17,31.95
江苏,镇江,句容,2015121018,10,82,0,327,2,119.17,31.95
江苏,镇江,句容,2015121019,10,80,0,5,2,119.17,31.95
江苏,镇江,句容,2015121020,12,84,0,347,5,119.17,31.95
江苏,镇江,句容,2015121021,9,86,0,328,1,119.17,31.95
江苏,镇江,句容,2015121022,9,90,0,359,5,119.17,31.95
江苏,镇江,句容,2015121023,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121100,8,93,0,332,2,119.17,31.95
江苏,镇江,句容,2015121101,8,91,0,3,3,119.17,31.95
江苏,镇江,句容,2015121102,7,89,0,346,1,119.17,31.95
江苏,镇江,句容,2015121103,9,91,0,317,2,119.17,31.95
江苏,镇江,句容,2015121104,7,91,0,346,2,119.17,31.95
江苏,镇江,句容,2015121105,9,86,0,355,5,119.17,31.95
江苏,镇江,句容,2015121106,9,80,0,26,5,119.17,31.95
江苏,镇江,句容,2015121107,6,78,0,20,2,119.17,31.95
江苏,镇江,句容,2015121108,8,83,0,9,3,119.17,31.95
江苏,镇江,句容,2015121109,6,79,0,359,3,119.17,31.95
江苏,镇江,句容,2015121110,8,82,0,11,5,119.17,31.95
江苏,镇江,句容,2015121111,8,80,0,23,4,119.17,31.95
江苏,镇江,句容,2015121112,6,75,0,11,1,119.17,31.95
江苏,镇江,句容,2015121113,7,71,0,333,2,119.17,31.95
江苏,镇江,句容,2015121114,10,67,0,4,5,119.17,31.95
江苏,镇江,句容,2015121115,8,61,0,343,2,119.17,31.95
江苏,镇江,句容,2015121116,9,65,0,358,5,119.17,31.95
江苏,镇江,句容,2015121117,8,71,0,16,3,119.17,31.95
江苏,镇江,句容,2015121118,5,75,0,29,1,119.17,31.95
江苏,镇江,句容,2015121119,6,81,0,15,2,119.17,31.95
江苏,镇江,句容,2015121120,5,85,0,45,2,119.17,31.95
江苏,镇江,句容,2015121121,3,85,0,60,0,119.17,31.95
江苏,镇江,句容,2015121122,2,80,0,66,1,119.17,31.95
江苏,镇江,句容,2015121123,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121200,3,85,0,29,2,119.17,31.95
江苏,镇江,句容,2015121201,3,89,0,26,2,119.17,31.95
江苏,镇江,句容,2015121202,1,89,0,24,0,119.17,31.95
江苏,镇江,句容,2015121203,0,92,0,8,0,119.17,31.95
江苏,镇江,句容,2015121204,0,93,0,325,0,119.17,31.95
江苏,镇江,句容,2015121205,0,94,0,27,0,119.17,31.95
江苏,镇江,句容,2015121206,2,96,0,9,2,119.17,31.95
江苏,镇江,句容,2015121207,1,95,0,5,2,119.17,31.95
江苏,镇江,句容,2015121208,1,94,0,26,0,119.17,31.95
江苏,镇江,句容,2015121209,6,78,0,64,3,119.17,31.95
江苏,镇江,句容,2015121210,8,66,0,55,4,119.17,31.95
江苏,镇江,句容,2015121211,7,58,0,29,1,119.17,31.95
江苏,镇江,句容,2015121212,10,56,0,51,4,119.17,31.95
江苏,镇江,句容,2015121213,8,51,0,92,3,119.17,31.95
江苏,镇江,句容,2015121214,9,48,0,75,1,119.17,31.95
江苏,镇江,句容,2015121215,11,51,0,65,4,119.17,31.95
江苏,镇江,句容,2015121216,10,54,0,65,2,119.17,31.95
江苏,镇江,句容,2015121217,9,60,0,40,2,119.17,31.95
江苏,镇江,句容,2015121218,8,64,0,36,2,119.17,31.95
江苏,镇江,句容,2015121219,5,68,0,32,0,119.17,31.95
江苏,镇江,句容,2015121220,4,77,0,5,0,119.17,31.95
江苏,镇江,句容,2015121221,3,82,0,14,0,119.17,31.95
江苏,镇江,句容,2015121222,5,86,0,21,3,119.17,31.95
江苏,镇江,句容,2015121223,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121300,5,87,0,23,2,119.17,31.95
江苏,镇江,句容,2015121301,5,88,0,333,2,119.17,31.95
江苏,镇江,句容,2015121302,3,86,0,36,0,119.17,31.95
江苏,镇江,句容,2015121303,4,89,0,12,0,119.17,31.95
江苏,镇江,句容,2015121304,4,88,0,12,1,119.17,31.95
江苏,镇江,句容,2015121305,6,91,0.1,16,2,119.17,31.95
江苏,镇江,句容,2015121306,4,90,0.3,52,0,119.17,31.95
江苏,镇江,句容,2015121307,6,92,0,36,2,119.17,31.95
江苏,镇江,句容,2015121308,6,88,0,28,3,119.17,31.95
江苏,镇江,句容,2015121309,8,81,0,37,3,119.17,31.95
江苏,镇江,句容,2015121310,6,79,0,81,0,119.17,31.95
江苏,镇江,句容,2015121311,6,75,0,28,1,119.17,31.95
江苏,镇江,句容,2015121312,7,74,0,340,0,119.17,31.95
江苏,镇江,句容,2015121313,8,77,0,347,4,119.17,31.95
江苏,镇江,句容,2015121314,8,81,0.2,336,2,119.17,31.95
江苏,镇江,句容,2015121315,8,85,0.6,4,2,119.17,31.95
江苏,镇江,句容,2015121316,8,87,0.3,100,0,119.17,31.95
江苏,镇江,句容,2015121317,6,83,0.1,173,0,119.17,31.95
江苏,镇江,句容,2015121318,6,85,0,288,0,119.17,31.95
江苏,镇江,句容,2015121319,8,82,0,329,2,119.17,31.95
江苏,镇江,句容,2015121320,6,80,0,338,0,119.17,31.95
江苏,镇江,句容,2015121321,7,83,0,292,2,119.17,31.95
江苏,镇江,句容,2015121322,7,76,0,358,2,119.17,31.95
江苏,镇江,句容,2015121323,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121400,7,65,0,338,3,119.17,31.95
江苏,镇江,句容,2015121401,6,72,0,312,2,119.17,31.95
江苏,镇江,句容,2015121402,6,72,0,314,2,119.17,31.95
江苏,镇江,句容,2015121403,6,72,0,307,2,119.17,31.95
江苏,镇江,句容,2015121404,4,68,0,288,0,119.17,31.95
江苏,镇江,句容,2015121405,6,72,0,282,2,119.17,31.95
江苏,镇江,句容,2015121406,3,73,0,304,0,119.17,31.95
江苏,镇江,句容,2015121407,5,75,0,288,2,119.17,31.95
江苏,镇江,句容,2015121408,6,77,0,227,2,119.17,31.95
江苏,镇江,句容,2015121409,7,73,0,271,3,119.17,31.95
江苏,镇江,句容,2015121410,8,68,0,301,4,119.17,31.95
江苏,镇江,句容,2015121411,6,62,0,280,2,119.17,31.95
江苏,镇江,句容,2015121412,7,60,0,257,3,119.17,31.95
江苏,镇江,句容,2015121413,10,50,0,318,5,119.17,31.95
江苏,镇江,句容,2015121414,10,52,0,319,6,119.17,31.95
江苏,镇江,句容,2015121415,10,45,0,295,4,119.17,31.95
江苏,镇江,句容,2015121416,8,53,0,300,4,119.17,31.95
江苏,镇江,句容,2015121417,8,55,0,297,3,119.17,31.95
江苏,镇江,句容,2015121418,7,62,0,300,3,119.17,31.95
江苏,镇江,句容,2015121419,8,64,0,329,2,119.17,31.95
江苏,镇江,句容,2015121420,7,65,0,275,2,119.17,31.95
江苏,镇江,句容,2015121421,7,66,0,322,2,119.17,31.95
江苏,镇江,句容,2015121422,7,66,0,298,2,119.17,31.95
江苏,镇江,句容,2015121423,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121500,4,62,0,314,0,119.17,31.95
江苏,镇江,句容,2015121501,4,67,0,302,0,119.17,31.95
江苏,镇江,句容,2015121502,4,62,0,308,0,119.17,31.95
江苏,镇江,句容,2015121503,4,67,0,292,0,119.17,31.95
江苏,镇江,句容,2015121504,5,73,0,296,0,119.17,31.95
江苏,镇江,句容,2015121505,5,78,0,317,2,119.17,31.95
江苏,镇江,句容,2015121506,4,73,0,295,0,119.17,31.95
江苏,镇江,句容,2015121507,4,74,0,271,0,119.17,31.95
江苏,镇江,句容,2015121508,4,73,0,298,0,119.17,31.95
江苏,镇江,句容,2015121509,7,71,0,271,3,119.17,31.95
江苏,镇江,句容,2015121510,8,69,0,325,3,119.17,31.95
江苏,镇江,句容,2015121511,9,62,0,308,4,119.17,31.95
江苏,镇江,句容,2015121512,9,58,0,281,4,119.17,31.95
江苏,镇江,句容,2015121513,8,58,0,237,2,119.17,31.95
江苏,镇江,句容,2015121514,9,55,0,254,2,119.17,31.95
江苏,镇江,句容,2015121515,11,54,0,226,2,119.17,31.95
江苏,镇江,句容,2015121516,8,50,0,321,0,119.17,31.95
江苏,镇江,句容,2015121517,7,53,0,301,1,119.17,31.95
江苏,镇江,句容,2015121518,8,59,0,314,2,119.17,31.95
江苏,镇江,句容,2015121519,5,56,0,304,1,119.17,31.95
江苏,镇江,句容,2015121520,6,62,0,306,3,119.17,31.95
江苏,镇江,句容,2015121521,6,69,0,314,3,119.17,31.95
江苏,镇江,句容,2015121522,6,65,0,328,3,119.17,31.95
江苏,镇江,句容,2015121523,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121600,5,49,0,321,2,119.17,31.95
江苏,镇江,句容,2015121601,2,48,0,321,0,119.17,31.95
江苏,镇江,句容,2015121602,2,52,0,297,0,119.17,31.95
江苏,镇江,句容,2015121603,1,58,0,314,1,119.17,31.95
江苏,镇江,句容,2015121604,0,56,0,325,0,119.17,31.95
江苏,镇江,句容,2015121605,2,58,0,310,3,119.17,31.95
江苏,镇江,句容,2015121606,2,53,0,19,3,119.17,31.95
江苏,镇江,句容,2015121607,2,53,0,319,2,119.17,31.95
江苏,镇江,句容,2015121608,1,60,0,328,3,119.17,31.95
江苏,镇江,句容,2015121609,4,44,0,340,5,119.17,31.95
江苏,镇江,句容,2015121610,6,33,0,301,5,119.17,31.95
江苏,镇江,句容,2015121611,4,21,0,339,7,119.17,31.95
江苏,镇江,句容,2015121612,6,24,0,345,6,119.17,31.95
江苏,镇江,句容,2015121613,7,25,0,340,10,119.17,31.95
江苏,镇江,句容,2015121614,5,24,0,298,8,119.17,31.95
江苏,镇江,句容,2015121615,5,25,0,316,4,119.17,31.95
江苏,镇江,句容,2015121616,4,23,0,303,9,119.17,31.95
江苏,镇江,句容,2015121617,3,27,0,304,4,119.17,31.95
江苏,镇江,句容,2015121618,2,35,0,319,2,119.17,31.95
江苏,镇江,句容,2015121619,3,35,0,319,3,119.17,31.95
江苏,镇江,句容,2015121620,1,38,0,319,3,119.17,31.95
江苏,镇江,句容,2015121621,2,43,0,323,4,119.17,31.95
江苏,镇江,句容,2015121622,2,41,0,333,4,119.17,31.95
江苏,镇江,句容,2015121623,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121700,1,44,0,327,2,119.17,31.95
江苏,镇江,句容,2015121701,-1,45,0,310,0,119.17,31.95
江苏,镇江,句容,2015121702,0,48,0,320,3,119.17,31.95
江苏,镇江,句容,2015121703,0,52,0,331,2,119.17,31.95
江苏,镇江,句容,2015121704,-2,50,0,303,0,119.17,31.95
江苏,镇江,句容,2015121705,-1,60,0,272,0,119.17,31.95
江苏,镇江,句容,2015121706,-2,69,0,239,2,119.17,31.95
江苏,镇江,句容,2015121707,-2,68,0,286,0,119.17,31.95
江苏,镇江,句容,2015121708,-2,54,0,295,1,119.17,31.95
江苏,镇江,句容,2015121709,-1,47,0,307,2,119.17,31.95
江苏,镇江,句容,2015121710,3,38,0,15,4,119.17,31.95
江苏,镇江,句容,2015121711,4,27,0,350,6,119.17,31.95
江苏,镇江,句容,2015121712,5,24,0,329,6,119.17,31.95
江苏,镇江,句容,2015121713,5,25,0,350,5,119.17,31.95
江苏,镇江,句容,2015121714,4,19,0,314,1,119.17,31.95
江苏,镇江,句容,2015121715,4,21,0,329,2,119.17,31.95
江苏,镇江,句容,2015121716,6,23,0,341,3,119.17,31.95
江苏,镇江,句容,2015121717,4,30,0,13,3,119.17,31.95
江苏,镇江,句容,2015121718,2,35,0,30,2,119.17,31.95
江苏,镇江,句容,2015121719,-1,35,0,71,0,119.17,31.95
江苏,镇江,句容,2015121720,1,43,0,52,2,119.17,31.95
江苏,镇江,句容,2015121721,1,61,0,16,2,119.17,31.95
江苏,镇江,句容,2015121722,-1,76,0,6,2,119.17,31.95
江苏,镇江,句容,2015121723,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121800,-3,77,0,32,0,119.17,31.95
江苏,镇江,句容,2015121801,-4,85,0,331,0,119.17,31.95
江苏,镇江,句容,2015121802,-3,89,0,11,0,119.17,31.95
江苏,镇江,句容,2015121803,-3,91,0,24,2,119.17,31.95
江苏,镇江,句容,2015121804,-3,91,0,13,2,119.17,31.95
江苏,镇江,句容,2015121805,-5,89,0,356,0,119.17,31.95
江苏,镇江,句容,2015121806,-5,89,0,344,0,119.17,31.95
江苏,镇江,句容,2015121807,-5,88,0,999999,0,119.17,31.95
江苏,镇江,句容,2015121808,-1,93,0,83,0,119.17,31.95
江苏,镇江,句容,2015121809,2,70,0,53,0,119.17,31.95
江苏,镇江,句容,2015121810,2,41,0,153,1,119.17,31.95
江苏,镇江,句容,2015121811,4,27,0,100,3,119.17,31.95
江苏,镇江,句容,2015121812,6,26,0,128,3,119.17,31.95
江苏,镇江,句容,2015121813,7,32,0,88,2,119.17,31.95
江苏,镇江,句容,2015121814,5,29,0,32,0,119.17,31.95
江苏,镇江,句容,2015121815,5,29,0,62,0,119.17,31.95
江苏,镇江,句容,2015121816,5,30,0,131,1,119.17,31.95
江苏,镇江,句容,2015121817,3,39,0,126,0,119.17,31.95
江苏,镇江,句容,2015121818,2,45,0,72,0,119.17,31.95
江苏,镇江,句容,2015121819,3,49,0,43,3,119.17,31.95
江苏,镇江,句容,2015121820,2,56,0,16,2,119.17,31.95
江苏,镇江,句容,2015121821,-1,68,0,18,0,119.17,31.95
江苏,镇江,句容,2015121822,2,52,0,47,2,119.17,31.95
江苏,镇江,句容,2015121823,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015121900,0,53,0,74,2,119.17,31.95
江苏,镇江,句容,2015121901,2,59,0,87,4,119.17,31.95
江苏,镇江,句容,2015121902,0,62,0,81,2,119.17,31.95
江苏,镇江,句容,2015121903,-1,64,0,46,0,119.17,31.95
江苏,镇江,句容,2015121904,1,70,0,56,3,119.17,31.95
江苏,镇江,句容,2015121905,1,70,0,55,2,119.17,31.95
江苏,镇江,句容,2015121906,-1,69,0,59,0,119.17,31.95
江苏,镇江,句容,2015121907,-1,65,0,80,3,119.17,31.95
江苏,镇江,句容,2015121908,2,64,0,88,5,119.17,31.95
江苏,镇江,句容,2015121909,1,61,0,82,3,119.17,31.95
江苏,镇江,句容,2015121910,4,58,0,98,2,119.17,31.95
江苏,镇江,句容,2015121911,5,59,0,99,3,119.17,31.95
江苏,镇江,句容,2015121912,8,62,0,110,5,119.17,31.95
江苏,镇江,句容,2015121913,9,61,0,119,6,119.17,31.95
江苏,镇江,句容,2015121914,9,60,0,117,6,119.17,31.95
江苏,镇江,句容,2015121915,7,60,0,120,3,119.17,31.95
江苏,镇江,句容,2015121916,7,62,0,106,3,119.17,31.95
江苏,镇江,句容,2015121917,6,64,0,112,2,119.17,31.95
江苏,镇江,句容,2015121918,6,65,0,111,1,119.17,31.95
江苏,镇江,句容,2015121919,8,68,0,91,3,119.17,31.95
江苏,镇江,句容,2015121920,6,68,0,84,1,119.17,31.95
江苏,镇江,句容,2015121921,7,72,0,78,2,119.17,31.95
江苏,镇江,句容,2015121922,7,74,0,50,2,119.17,31.95
江苏,镇江,句容,2015121923,999999,999999,999999,999999,999999,119.17,31.95
江苏,镇江,句容,2015122000,7,80,0,84,2,119.17,31.95
江苏,镇江,句容,2015122001,6,89,0,113,2,119.17,31.95
江苏,镇江,句容,2015122002,6,91,0.2,62,2,119.17,31.95
江苏,镇江,句容,2015122003,4,92,0.5,64,0,119.17,31.95
江苏,镇江,句容,2015122004,6,95,0.2,71,0,119.17,31.95
江苏,镇江,句容,2015122005,6,96,0.6,256,0,119.17,31.95
江苏,镇江,句容,2015122006,4,94,0.7,999999,0,119.17,31.95
江苏,镇江,句容,2015122007,4,95,0.4,198,0,119.17,31.95
江苏,镇江,句容,2015122008,6,98,0.2,217,2,119.17,31.95
江苏,镇江,句容,2015122009,6,98,0.1,242,3,119.17,31.95
江苏,镇江,句容,2015122010,7,97,0,220,3,119.17,31.95
江苏,镇江,句容,2015122011,7,96,0,262,4,119.17,31.95
江苏,镇江,句容,2015122012,7,94,0.1,276,3,119.17,31.95
江苏,镇江,句容,2015122013,5,92,0.2,274,1,119.17,31.95
江苏,镇江,句容,2015122014,5,91,0.1,266,2,119.17,31.95
江苏,镇江,句容,2015122015,7,93,0.1,287,4,119.17,31.95
江苏,镇江,句容,2015122016,7,92,0,275,3,119.17,31.95
江苏,镇江,句容,2015122017,4,90,0.2,274,1,119.17,31.95
江苏,镇江,句容,2015122018,6,93,0.2,229,2,119.17,31.95
